175.45.176.2,26939,149.171.126.10,80,tcp,FIN,0.1906,844,268,254,252,2,1,http,31899.26758,9401.888672,10,6,255,255,3006332195,1452987536,84,45,1,0,996.632407,59.532129,1421927418,1421927418,18.573778,36.845602,0.050675,0.006354,0.044321,0,1,1,0,0,3,1,1,1,1,1,1,Exploits,1
59.166.0.2,58304,149.171.126.4,53,udp,CON,0.001089,132,164,31,29,0,0,dns,484848.4688,602387.5,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.011,0.009,0,0,0,0,0,0,0,0,7,7,1,4,2,1,1,,0
59.166.0.8,7419,149.171.126.1,53,udp,CON,0.001126,132,164,31,29,0,0,dns,468916.5313,582593.25,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.017,0.012,0,0,0,0,0,0,0,0,8,8,3,1,1,1,1,,0
59.166.0.2,12527,149.171.126.1,23202,udp,CON,0.001859,528,304,31,29,0,0,-,1704142,981172.6875,4,4,0,0,0,0,132,76,0,0,0.662323,0.337295,1421927418,1421927418,0.475333,0.244,0,0,0,0,0,0,0,0,5,3,3,4,1,1,2,,0
59.166.0.1,52335,149.171.126.9,53,udp,CON,0.001152,132,164,31,29,0,0,dns,458333.3125,569444.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.011,0.009,0,0,0,0,0,0,0,0,6,4,1,1,1,1,1,,0
59.166.0.2,39558,149.171.126.1,111,udp,CON,0.004996,568,312,31,29,0,0,-,682145.75,374699.7813,4,4,0,0,0,0,142,78,0,0,1.838719,1.588406,1421927418,1421927418,1.312667,1.137667,0,0,0,0,0,0,0,0,5,3,3,4,1,1,2,,0
59.166.0.2,47526,149.171.126.5,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927418,1421927418,0.018,0.011,0,0,0,0,0,0,0,0,7,9,1,4,2,1,1,,0
59.166.0.3,54634,149.171.126.3,53,udp,CON,0.001089,132,164,31,29,0,0,dns,484848.4688,602387.5,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.018,0.013,0,0,0,0,0,0,0,0,7,4,1,1,1,1,1,,0
59.166.0.4,26778,149.171.126.6,53,udp,CON,0.001122,146,178,31,29,0,0,dns,520499.0938,634581.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927418,1421927418,0.017,0.012,0,0,0,0,0,0,0,0,5,7,1,1,1,1,1,,0
59.166.0.6,60756,149.171.126.2,53,udp,CON,0.001201,130,162,31,29,0,0,dns,432972.5313,539550.375,2,2,0,0,0,0,65,81,0,0,0,0,1421927418,1421927418,0.019,0.016,0,0,0,0,0,0,0,0,12,3,1,1,1,1,1,,0
59.166.0.6,25689,149.171.126.4,53,udp,CON,0.001079,132,164,31,29,0,0,dns,489342,607970.375,2,2,0,0,0,0,66,82,0,0,0,0,1421927419,1421927419,0.011,0.008,0,0,0,0,0,0,0,0,12,7,1,2,2,1,1,,0
59.166.0.1,16931,149.171.126.3,38340,udp,CON,0.001864,528,304,31,29,0,0,-,1699570.875,978540.75,4,4,0,0,0,0,132,76,0,0,0.661617,0.338476,1421927419,1421927419,0.474333,0.244333,0,0,0,0,0,0,0,0,8,2,2,3,1,1,2,,0
59.166.0.1,15133,149.171.126.3,111,udp,CON,0.0051,568,312,31,29,0,0,-,668235.25,367058.8125,4,4,0,0,0,0,142,78,0,0,1.869125,1.620926,1421927419,1421927419,1.332667,1.156667,0,0,0,0,0,0,0,0,8,2,2,3,1,1,2,,0
59.166.0.2,58771,149.171.126.8,53,udp,CON,0.001123,132,164,31,29,0,0,dns,470169.1563,584149.5625,2,2,0,0,0,0,66,82,0,0,0,0,1421927419,1421927419,0.012,0.008,0,0,0,0,0,0,0,0,7,6,1,1,1,1,1,,0
59.166.0.5,13903,149.171.126.7,53,udp,CON,0.001112,132,164,31,29,0,0,dns,474820.1563,589928.0625,2,2,0,0,0,0,66,82,0,0,0,0,1421927419,1421927419,0.018,0.016,0,0,0,0,0,0,0,0,6,8,1,1,1,1,1,,0
59.166.0.1,24551,149.171.126.5,53,udp,CON,0.001066,132,164,31,29,0,0,dns,495309.5938,615384.625,2,2,0,0,0,0,66,82,0,0,0,0,1421927419,1421927419,0.011,0.008,0,0,0,0,0,0,0,0,6,9,2,3,1,1,1,,0
59.166.0.6,10510,149.171.126.5,53,udp,CON,0.001108,130,162,31,29,0,0,dns,469314.0625,584837.5,2,2,0,0,0,0,65,81,0,0,0,0,1421927419,1421927419,0.017,0.012,0,0,0,0,0,0,0,0,12,9,2,2,2,1,1,,0
175.45.176.0,39500,149.171.126.15,80,tcp,FIN,0.177449,1214,268,254,252,2,1,http,49276.12891,10098.67578,10,6,255,255,366102997,2277661750,121,45,1,0,1020.236764,62.002961,1421927419,1421927419,19.203667,34.071199,0.05198,0.007076,0.044904,0,1,1,0,0,5,2,1,1,1,1,1,DoS,1
175.45.176.0,29309,149.171.126.14,3000,tcp,FIN,0.19491,844,268,254,252,2,1,-,31193.88281,9193.986328,10,6,255,255,257622786,1677629526,84,45,0,0,1071.497007,61.076766,1421927420,1421927420,19.932667,37.800801,0.050128,0.005888,0.04424,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
59.166.0.1,31564,149.171.126.8,55173,udp,CON,0.011205,528,304,31,29,0,0,-,282730.9375,162784.4688,4,4,0,0,0,0,132,76,0,0,0.625554,4.74233,1421927420,1421927420,0.449333,3.361333,0,0,0,0,0,0,0,0,8,2,2,2,1,1,2,,0
59.166.0.8,44119,149.171.126.2,53,udp,CON,0.001091,130,162,31,29,0,0,dns,476626.9375,593950.5,2,2,0,0,0,0,65,81,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,8,3,3,2,2,1,1,,0
59.166.0.9,41515,149.171.126.5,53,udp,CON,0.001091,130,162,31,29,0,0,dns,476626.9375,593950.5,2,2,0,0,0,0,65,81,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,5,9,2,1,1,1,1,,0
59.166.0.2,32716,149.171.126.7,53,udp,CON,0.001135,132,164,31,29,0,0,dns,465198.2188,577973.5625,2,2,0,0,0,0,66,82,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,7,8,1,1,1,1,1,,0
59.166.0.3,40309,149.171.126.1,53,udp,CON,0.001105,132,164,31,29,0,0,dns,477828.0313,593665.125,2,2,0,0,0,0,66,82,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,7,8,2,1,1,1,1,,0
59.166.0.8,47061,149.171.126.1,53,udp,CON,0.001087,146,178,31,29,0,0,dns,537258.5,655013.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,8,8,2,2,2,1,1,,0
59.166.0.1,29622,149.171.126.8,111,udp,CON,0.040337,568,312,31,29,0,0,-,84488.1875,46409.00391,4,4,0,0,0,0,142,78,0,0,11.786999,18.234869,1421927420,1421927420,8.349667,12.905,0,0,0,0,0,0,0,0,8,2,2,2,1,1,2,,0
59.166.0.5,30507,149.171.126.2,32859,udp,CON,0.0314,520,304,31,29,0,0,-,99363.0625,58089.17578,4,4,0,0,0,0,130,76,0,0,7.678237,10.358879,1421927420,1421927420,5.437333,7.331333,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,,0
59.166.0.5,56644,149.171.126.2,111,udp,CON,0.060192,568,304,31,29,0,0,-,56618.82031,30303.0293,4,4,0,0,0,0,142,76,0,0,21.212496,27.670975,1421927420,1421927420,15.011,19.576334,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,,0
59.166.0.5,49910,149.171.126.5,53,udp,CON,0.001044,130,162,31,29,0,0,dns,498084.2813,620689.625,2,2,0,0,0,0,65,81,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,6,9,2,3,1,1,1,,0
59.166.0.2,36701,149.171.126.7,111,udp,CON,0.004565,568,304,31,29,0,0,-,746549.8125,399561.875,4,4,0,0,0,0,142,76,0,0,1.722279,1.432127,1421927421,1421927421,1.225333,1.020667,0,0,0,0,0,0,0,0,5,4,5,3,1,1,2,,0
59.166.0.6,15807,149.171.126.7,53,udp,CON,0.001118,132,164,31,29,0,0,dns,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0,0,1421927421,1421927421,0.012,0.008,0,0,0,0,0,0,0,0,12,8,5,3,3,2,2,,0
59.166.0.6,57983,149.171.126.0,53,udp,CON,0.00112,132,164,31,29,0,0,dns,471428.5625,585714.25,2,2,0,0,0,0,66,82,0,0,0,0,1421927421,1421927421,0.018,0.016,0,0,0,0,0,0,0,0,12,9,3,3,3,1,1,,0
59.166.0.6,15807,149.171.126.7,53,udp,CON,0.001118,132,164,31,29,0,0,dns,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0,0,1421927421,1421927421,0.012,0.008,0,0,0,0,0,0,0,0,12,8,5,3,3,2,2,,0
59.166.0.2,62824,149.171.126.7,14455,udp,CON,0.001775,520,304,31,29,0,0,-,1757746.5,1027605.625,4,4,0,0,0,0,130,76,0,0,0.645117,0.309251,1421927421,1421927421,0.461667,0.223667,0,0,0,0,0,0,0,0,5,4,5,3,1,1,2,,0
59.166.0.1,26719,149.171.126.0,53,udp,CON,0.001087,146,178,31,29,0,0,dns,537258.5,655013.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927421,1421927421,0.011,0.008,0,0,0,0,0,0,0,0,6,9,3,1,1,1,1,,0
59.166.0.7,57137,149.171.126.7,53,udp,CON,0.001111,132,164,31,29,0,0,dns,475247.5313,590459.0625,2,2,0,0,0,0,66,82,0,0,0,0,1421927421,1421927421,0.017,0.013,0,0,0,0,0,0,0,0,6,8,5,1,1,1,1,,0
59.166.0.2,19393,149.171.126.0,53,udp,CON,0.001118,132,164,31,29,0,0,dns,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0,0,1421927421,1421927421,0.011,0.009,0,0,0,0,0,0,0,0,7,9,3,3,1,1,1,,0
175.45.176.0,61089,149.171.126.18,80,tcp,FIN,0.291485,804,948,62,252,2,2,http,19870.66211,22779.90234,10,8,255,255,680695067,4039411526,80,119,1,72,1595.821133,57.742824,1421927421,1421927421,32.387222,39.581855,0.062967,0.013476,0.049491,0,1,1,0,0,5,2,1,1,1,1,1,Exploits,1
175.45.176.0,23910,149.171.126.15,80,tcp,FIN,2.59291,2082,268,254,252,6,1,http,5967.041016,691.115356,14,6,255,255,2619540488,2887663221,149,45,1,0,17309.57132,1007.28625,1421927419,1421927422,198.502841,509.158,0.09546,0.047109,0.048351,0,1,1,0,0,5,2,1,2,2,1,1,DoS,1
175.45.176.3,44762,149.171.126.12,80,tcp,FIN,0.232939,828,4004,62,252,2,3,http,25620.44141,123774.8906,10,10,255,255,1642695991,2571518661,83,400,1,1546,1238.231758,1819.494123,1421927422,1421927422,25.882111,25.034111,0.053678,0.006931,0.046747,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,4159,149.171.126.18,80,tcp,FIN,0.432056,838,986,62,252,2,2,http,13979.66895,16442.3125,10,10,255,255,3972319434,3549329861,84,99,1,49,3335.436995,90.561766,1421927421,1421927422,48.006222,42.525668,0.093643,0.048778,0.044865,0,1,1,0,0,5,2,1,2,2,1,1,Exploits,1
59.166.0.5,13987,149.171.126.0,53,udp,CON,0.00106,130,162,31,29,0,0,dns,490566.0313,611320.75,2,2,0,0,0,0,65,81,0,0,0,0,1421927422,1421927422,0.018,0.015,0,0,0,0,0,0,0,0,6,9,2,1,1,1,1,,0
59.166.0.7,34944,149.171.126.0,53,udp,CON,0.001073,132,164,31,29,0,0,dns,492078.2813,611370,2,2,0,0,0,0,66,82,0,0,0,0,1421927422,1421927422,0.011,0.008,0,0,0,0,0,0,0,0,6,9,2,1,1,1,1,,0
59.166.0.3,40146,149.171.126.4,53,udp,CON,0.001176,132,164,31,29,0,0,dns,448979.5938,557823.125,2,2,0,0,0,0,66,82,0,0,0,0,1421927422,1421927422,0.012,0.009,0,0,0,0,0,0,0,0,7,7,1,1,1,1,1,,0
59.166.0.9,4864,149.171.126.7,53,udp,CON,0.001214,146,178,31,29,0,0,dns,481054.3438,586490.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421927422,1421927422,0.018,0.012,0,0,0,0,0,0,0,0,5,8,1,1,1,1,1,,0
59.166.0.1,35110,149.171.126.3,53,udp,CON,0.001126,132,164,31,29,0,0,dns,468916.5313,582593.25,2,2,0,0,0,0,66,82,0,0,0,0,1421927422,1421927422,0.011,0.008,0,0,0,0,0,0,0,0,6,4,1,1,1,1,1,,0
59.166.0.6,6379,149.171.126.6,53,udp,CON,0.00108,146,178,31,29,0,0,dns,540740.75,659259.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927422,1421927422,0.011,0.008,0,0,0,0,0,0,0,0,12,7,1,1,1,1,1,,0
59.166.0.8,62676,149.171.126.3,53,udp,CON,0.001061,132,164,31,29,0,0,dns,497643.7188,618284.625,2,2,0,0,0,0,66,82,0,0,0,0,1421927423,1421927423,0.011,0.008,0,0,0,0,0,0,0,0,8,4,1,4,2,1,1,,0
59.166.0.8,53247,149.171.126.7,25790,udp,CON,0.00178,520,304,31,29,0,0,-,1752809,1024719.063,4,4,0,0,0,0,130,76,0,0,0.642524,0.310193,1421927423,1421927423,0.461333,0.224333,0,0,0,0,0,0,0,0,2,4,2,4,1,1,2,,0
59.166.0.4,61452,149.171.126.0,53,udp,CON,0.001125,146,178,31,29,0,0,dns,519111.125,632888.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421927423,1421927423,0.017,0.013,0,0,0,0,0,0,0,0,5,9,2,1,1,1,1,,0
59.166.0.6,16859,149.171.126.1,53,udp,CON,0.001064,132,164,31,29,0,0,dns,496240.625,616541.375,2,2,0,0,0,0,66,82,0,0,0,0,1421927423,1421927423,0.011,0.007,0,0,0,0,0,0,0,0,12,8,1,1,1,1,1,,0
59.166.0.9,30521,149.171.126.6,53,udp,CON,0.001083,146,178,31,29,0,0,dns,539242.875,657433.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927423,1421927423,0.011,0.008,0,0,0,0,0,0,0,0,5,7,1,1,1,1,1,,0
59.166.0.3,1809,149.171.126.0,53,udp,CON,0.001128,132,164,31,29,0,0,dns,468085.125,581560.3125,2,2,0,0,0,0,66,82,0,0,0,0,1421927423,1421927423,0.011,0.008,0,0,0,0,0,0,0,0,7,9,2,1,1,1,1,,0
59.166.0.8,37848,149.171.126.8,53,udp,CON,0.001166,132,164,31,29,0,0,dns,452830.1875,562607.1875,2,2,0,0,0,0,66,82,0,0,0,0,1421927423,1421927423,0.018,0.013,0,0,0,0,0,0,0,0,8,6,1,4,2,1,1,,0
59.166.0.8,53697,149.171.126.7,111,udp,CON,0.00468,568,304,31,29,0,0,-,728205.1875,389743.5938,4,4,0,0,0,0,142,76,0,0,1.760229,1.48045,1421927423,1421927423,1.256667,1.057333,0,0,0,0,0,0,0,0,2,4,2,4,1,1,2,,0
175.45.176.2,43850,149.171.126.13,80,tcp,FIN,0.244832,876,9446,62,252,2,5,http,25780.94336,286629.2188,10,14,255,255,343078991,3590939569,88,675,1,4200,1295.366611,1510.194144,1421927423,1421927423,27.203556,18.206078,0.052299,0.007492,0.044807,0,1,1,0,0,3,1,1,1,1,1,1,Exploits,1
59.166.0.6,45430,149.171.126.1,53,udp,CON,0.001069,130,162,31,29,0,0,dns,486435.9375,606174,2,2,0,0,0,0,65,81,0,0,0,0,1421927424,1421927424,0.011,0.008,0,0,0,0,0,0,0,0,12,8,2,2,2,1,1,,0
59.166.0.2,39128,149.171.126.1,48372,udp,CON,0.001793,520,304,31,29,0,0,-,1740100.375,1017289.438,4,4,0,0,0,0,130,76,0,0,0.635925,0.314435,1421927424,1421927424,0.456667,0.227333,0,0,0,0,0,0,0,0,5,3,2,1,1,1,1,,0
59.166.0.6,4318,149.171.126.5,53,udp,CON,0.001112,146,178,31,29,0,0,dns,525179.875,640287.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927424,1421927424,0.011,0.008,0,0,0,0,0,0,0,0,12,9,1,2,2,1,1,,0
59.166.0.9,14309,149.171.126.3,53,udp,CON,0.001141,146,178,31,29,0,0,dns,511831.75,624014.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927424,1421927424,0.019,0.013,0,0,0,0,0,0,0,0,5,4,1,1,1,1,1,,0
59.166.0.2,45898,149.171.126.1,111,udp,CON,0.004906,568,304,31,29,0,0,-,694659.5625,371789.625,4,4,0,0,0,0,142,76,0,0,1.873127,1.546678,1421927424,1421927424,1.334,1.101667,0,0,0,0,0,0,0,0,3,3,1,2,1,1,1,,0
59.166.0.4,17491,149.171.126.0,53,udp,CON,0.001256,132,164,31,29,0,0,dns,420382.1563,522293,2,2,0,0,0,0,66,82,0,0,0,0,1421927424,1421927424,0.012,0.008,0,0,0,0,0,0,0,0,12,13,1,1,1,1,1,,0
